audio_file	sentence
caf_03944_01901616913	Van convocar Andrés Iniesta per jugar amb la selecció espanyola
caf_09796_00662647455	El Districte dels Llacs està ubicat a la part nord d'Anglaterra
caf_05450_00501758790	L'escriptora Josefa Contijoch i Pratdesaba prové d'una família d'impressors i llibreters
caf_05147_00593145704	Tinc moltes ganes d'anar a veure castells a la Bisbal del Penedès el proper 15 d'agost
caf_06042_00520715034	M'agraden molt els articles de Carles Capdevila
caf_01591_01624736667	Voldria saber l'horari del consultori mèdic de Riudellots de la Selva
caf_05739_00295845767	Si pogués me n'aniria a viure a Palafolls
caf_09796_00653383186	Els pintallavis Blistex regeneren la pell
caf_06008_01790848243	La Canonja és part de la ciutat de Tarragona
caf_08106_00110471797	Ensenya'm les fotos del viatge al Gran Canyó
caf_09598_00478889726	Ja són tres quarts de deu i encara no he arribat a la feina
caf_05147_00694321120	Guillem Capdevila nascut a Puigcerdà té un bon palmarès en el món de l'esquí
caf_08001_01455794759	Sant Feliu de Codines està perdent o guanyant habitants
caf_02452_01899475877	El meu cap segueix portant samarretes de Metallica com si fos un adolescent
caf_05739_01930908183	Anirem diumenge a la platja de Castelldefels
caf_08106_00643049242	La televisió pública catalana té certes seus a Mollet del Vallès
caf_06008_01091702826	A la Sènia hi vaig anar a comprar els mobles de casa meva
caf_06042_01294615831	Pastora Soler és una cantant
caf_04247_02083833590	Bárbara Crespo té un blog en què escriu sobre temes típics de magazín moda salut bellesa viatges i gastronomia
caf_08001_01234630537	Estic súper content amb la meva bossa de Tous això sí sis-cents euros em va costar
caf_09598_00216681936	Quantes vegades t'he dit que no volis amb Alitalia
caf_07803_00074129751	Hi havia catorze taquilles de venda d'entrades
caf_05739_01555202141	L'aclamat arquitecte Antoni Gaudí va néixer a Riudoms
caf_08001_01654219272	Vueling està fent la competència a Ryanair
caf_05739_00859020687	Estava tan cansat que ha dormit dotze hores
caf_06311_00858010138	Els anuncis de KH7 són xocants i no deixen a ningú indiferent
caf_06942_02139497670	Em vaig aficionar al futbol gràcies a Ronaldinho
caf_05450_00950272852	A dos quarts i mig de quatre he anat a fer una migdiada
caf_06008_01936553538	Dani Solà osonenc de Vic va ser campió del món de ral·lis júnior de l'any 2002
caf_05739_00946780805	Algú sap què fan a Blanquident
caf_08106_01251046557	Rosa Maria Graupera escrivia novel·les roses però també cròniques de guerra
caf_09598_02023702440	M'imagino que amb les Autopistes de Catalunya deu ser el mateix
caf_09598_01512818039	La vista abans d'aterrar a l'aeroport internacional de San Francisco és fantàstica
caf_03944_00746041756	No tinc cap intenció de trucar a Luxòtica Ibèrica
caf_09598_01701856541	Antoni Bori i Fontestà mestre i pedagog català del segle dinou té un carrer a Barcelona amb el seu nom
caf_06942_00015875525	Bruce Willis és un actor que transmet emocions a base de cops de puny
caf_07245_00452124219	Lady Di va morir com una deessa tot i que va viure empresonada pel seu rol
caf_06311_00264103898	Dimarts vinent he quedat amb la meva cosina
caf_06311_01171750795	És la dinovena vegada que començo un projecte i el deixo a mitges
caf_08001_00564309190	No he viatjat mai a l'Àfrica
caf_06008_00952876938	No hi ha cap vol cap a Papua que estigui dins els teus requeriments
caf_08106_01166659420	Al Priorat només hi ha vi però és molt bo
caf_05739_01543714708	Dos més dos fan quatre
caf_02452_00116982968	Puc veure tres bilions d'estrelles des de la meva finestra
caf_03944_01448973648	Vaig perdre la meva gorra en una excursió pel Gironès
caf_06008_00665923015	La frase de Sherlock Holmes era “elemental estimat Watson”
caf_01591_01850109872	Es una llàstima que no hi hagi més botigues GAP a Europa
caf_08106_00075949517	La Casa Calvet és un dels edificis menys valorats de Gaudí
caf_09204_00397969147	Robin Williams feia molta gràcia però estava molt trist
caf_08001_00561170608	Claríssimament a Can Lluís fan miralls
caf_08106_01336805393	Francesc Pregona de Granollers va ser un dels jugadors d’handbol més importants dels anys cinquanta
caf_06942_01225637512	Sabeu alguna cosa de Jennifer Garner
caf_09796_00989235650	Concepció Carreras poetessa escriptora i professora de música va néixer a Olot
caf_08106_00164455034	Un dels actuals jugadors del Barça de futbol sala és Jordi Torras Badosa
caf_01591_01900204282	Sant Hilari Sacalm és un poble del Montseny on la gent és molt de poble
caf_04247_00056491504	Cristina Marcos és una molt bona actriu barcelonina que ha desenvolupat la seva carrera a Madrid
caf_05450_00354443693	Castellbell i el Vilar és un bell nom de poble per pronunciar
caf_06042_00615619184	No hi ha vols des del Prat a l'aeroport internacional de Narita a Tòquio
caf_09796_01452295506	Climent Molins Industrial és una de les empreses més famoses de Silicon Valley
caf_01591_00518435082	A causa d’un retard en la sortida del vol no van arribar a l'aeroport internacional de Los Angeles fins les quatre
caf_07803_00385623281	El tracte humà de Gutser va ser notable
caf_09598_00248713239	Quan veig els aiatol·làs que prediquen des de les mesquites a Teheran em fan una mica de por
caf_05739_01376893525	Els texans de Pepe Jeans no són especialment barats
caf_04247_00065225743	A Artés hi ha un castell amb muralles
caf_05739_01036751888	Pond’s té programes d'integració de les dones en la recerca científica
caf_07245_01404827815	Richard Harris feia de Dumbledore fins que es va morir
caf_06042_01447704031	L'empresa Miralles fa tot tipus de màquines electròniques
caf_05739_01851532218	Els de la botiga Aïta tenen uns vestits fantàstics
caf_06042_01920755201	Quan vaig fer divuit anys la Generalitat em va regalar la subscripció a un diari durant un any
caf_07245_00043082816	Bob Dylan té setanta-cinc anys
caf_09204_00406639737	Quan tenia dotze anys vaig aprendre una frase en francès gràcies a Pink
caf_03944_01715261492	El Pau s'ha fet mal al dit del peu
caf_04247_01858811710	Anireu a veure els temples de Phnom Penh
caf_08001_00093416512	S'ha declarat un incendi forestal a Masquefa
caf_06942_01148599579	Zinedine Zidane és aficionat als cops de cap
caf_01591_01327910940	El més conegut d'Islàndia és el bacallà els volcans i l'equip nacional de futbol
caf_06042_00205390684	Al Mediterrani s'hi pesca la millor tonyina
caf_06042_00024494556	Jo coneixia una noia de Balaguer
caf_03944_01335889309	Al Pla d'Urgell hi ha Mollerussa d'on ve el Bojan
caf_06311_00515703462	Vint-i dos cara de gos
caf_09901_00584156982	L'obra de Jordi Coca és molt extensa i premiada
caf_08001_01933050048	Saps si l'estació de Vallter 2000 tancarà
caf_09901_01778632103	El jugador del Barça amb el dorsal disset té molt de futur
caf_06008_00852986832	Vaig comprar una samarreta per córrer a l'Intersporte
caf_06942_00932097568	Javier Bardem es deu passar quatre hores al gimnàs cada dia
caf_06942_02030429541	A Madrid hi ha molt ambient de nocturn
caf_06008_01670453839	El meu amic d'Abrera és una persona bastant rara
caf_06311_01892744015	Antonio Balmón Arévalo polític del PSC del Baix Llobregat sempre se l'ha associat amb l’aparell del partit
caf_07245_02146727334	Kristen Stewart és la protagonista de Crepuscle
caf_06942_00312462945	Els Beatles són immortals
caf_06008_00687073656	A la tarda els nens han de berenar
caf_04247_00900814130	Durant el meu Erasmus a Viena vaig conèixer una noia de Bélgorod
caf_03944_01294951469	Fa molts anys que paguem els peatges de les autopistes de la Concessionària Espanyola
caf_05739_00144267954	La Pedra Gentil és una estructura del municipi de Vallgorguina
caf_05147_00634412325	El poblat ibèric d'Olèrdola està molt ben conservat
caf_05450_01735722627	Oleguer Presas va passar del Barça a l'Ajax d'Amsterdam
caf_05739_00396151767	més complicats de fer servir
caf_06042_01985216907	Giovanni és Joan en italià
caf_09796_00126366514	Les pel·lícules produïdes per Altafilms generalment són divertides
caf_07803_01125965786	Gerard Piqué té un comportament una mica infantil
caf_06042_01637239731	Li vaig deixar el llibre d'articles de premsa sobre Londres d'Enric González
caf_08001_00542902699	Un bon pa amb tomàquet es fa amb un bon oli com el d'oliva Borges
caf_03944_01211023074	Caixa Catalunya patrocinava un equip de motos
caf_03655_00758112905	Tu creus que Joan Rangel Tarrés va deixar un bon record a Caldes d'Estrac
caf_08106_00338804178	La directora de cinema Isabel Coixet és molt fan de les novel·les d’Stendhal
caf_06008_00129070967	Retevisión és una empresa desapareguda que només apareix als llibres d'història
caf_06942_01660795769	Richard Burton es va casar dos cops amb Elizabeth Taylor
caf_09204_00220058022	Zahara Pitt-Jolie deu ser una filla de l'Angelina Jolie pel nom més que res
caf_08106_00243320413	M'agradaria treballar en una gran empresa com Bayer
caf_07803_01502667013	Em pregunto si Manlleu té a veure amb manllevar ho hauré de preguntar a algú que hi visqui
caf_05147_01462456935	Estan obrint franquícies de Marco Pizza per tot arreu
caf_06042_00897765029	Guils Fontanera és una estació d'esquí de fons de la Cerdanya
caf_09204_00271608161	Jessica Cárdenas la nova pèl-roja de Hollywood és molt delicada en les seves actuacions
caf_03655_00148246543	Sempre llegeixo l’Ara mentre esmorzo
caf_09598_01486700155	Ha anat a comprar el pa a Mediona
caf_06942_00309127135	Es difícil no enamorar-se de la Penélope Cruz quan canta a la pel·lícula Volver
caf_07803_00995594663	Quan acabem la carrera anirem de viatge a Santo Domingo
caf_06942_00516095401	Robert de Niro sortia a Els pares d'ella
caf_05147_01134223633	A Joan Coscubiela li agrada molt córrer i cada matí va a la carretera de les Aigües
caf_08001_00144797569	Els treballadors d’El Corte Inglés no deixen de somriure mai i preguntar contínuament si has trobat el que buscaves
caf_05147_00703816022	Molts nens se'n van de colònies al juliol
caf_05739_00854647227	Ja són les tres i deu i els pares encara no han arribat
caf_07803_01458135137	El millor de Singapur és el menjar
caf_06311_00592412643	Gairebé posaria la mà al foc que no he vist cap pel·lícula interpretada per Sergi López
caf_07245_00245222744	Kobe Bryant és un jugador de bàsquet famós als Estats Units
caf_06311_02138338585	L'aeroport de Girona és a Vilobí d'Onyar
caf_05450_02137409608	La barcelonina Aurora Díaz-Plaja va ser escriptora i germana dels també escriptors Ferran i Guillem
caf_03655_00726599121	No tinc ni la més remota idea de què fan a Emteu
caf_08001_00819580981	Els hotels Barceló mantenen la qualitat i el preu competitius
caf_03944_01055929497	La platja de Creixell està enganxada a la de Calafell
caf_08001_00626634970	Les denominacions d’origen Penedès i Priorat són les més antigues de Catalunya
caf_06942_01094484618	Bono està de gira amb U2
caf_02452_01834255502	Maria Núria Folch era la dona de Joan Sales
caf_06042_02097110553	Quan es celebra el GP de Bahrain
caf_09901_00218610500	El zero dotze és la informació de la Generalitat
caf_06942_02126678435	Quan van arribar els grecs a Castelló d'Empúries
caf_02452_01082650115	Cate Blanchett és probablement una de les actrius més potents del moment
caf_04247_02067117348	Estic convençut que fumar tabac Ducados és tan dolent com fumar qualsevol altra marca
caf_02452_01871122663	Demi Moore es talla els cabells a la pel·lícula La tinent O’Neil
caf_09204_01056060451	La versió de Boomerang que ha fet Macaco és curiosa
caf_06942_00682802740	Andy Garcia és un cantant que va néixer a Los Ángeles
caf_09204_01739653909	Victoria Beckham formava part del grup de les Spice Girls
caf_03944_00159438314	El port ha crescut amb l'arribada de Marina Barcelona Distribucions
caf_03944_00043119258	Els francs conqueriren el Comtat d'Urgell als àrabs
caf_08001_00418230587	La recepta secreta de Can Viladrau està molt ben guardada
caf_06942_00811036125	Un dels actors més prestigiosos de Bollywood és Omar Khan
caf_03655_00537576545	Un dels temes de treball de Joan Ruiz i Carbonell ha estat el dels discapacitats
caf_08106_01567639612	Se'n va anar a escalar una muntanya de la serralada dels Alps
caf_03944_00034240007	Cada any comença alguna col·lecció de Seix Barral
caf_09204_01510372167	Només escolto en Josep Carreras quan arriba el Nadal
caf_07803_00363491196	Els de Mediaset volen que Donald Trump guanyi les eleccions
caf_01591_00093986765	Al poble hi havia una benzinera de Total on compràvem gelats
caf_09901_01741404907	Desconec si Antoni Picó i Azanza encara milita a Unió Democràtica de Catalunya
caf_05739_01414868273	Instakrupp té seu a Catalunya però és una empresa alemanya
caf_04247_01265299462	Els mòbils de Siemens són els meus preferits
caf_01591_00906436635	Espunya fabrica embotits a Olot
caf_06942_01470064318	Naomi Campbell és una model anglesa bellíssima amb ancestres africans i xinesos
caf_09796_00582193987	Les joguines de Mattel havien estat molt populars
caf_06008_00740657669	Per l'equip de la cursa ciclista vam optar per l'oferta subvencionada d’Orbea
caf_05147_00537296546	Això de Facebook és interessant però té un problema
caf_05147_00434705618	Kim Jong Un és el dictador de Corea del Nord
caf_06008_00326550225	Soraya és aquella cantant d'Operación Triunfo
caf_01591_00786872363	La gramàtica grega de Jaime Berenguer l'helenista ha sigut molt utilitzada per estudiants
caf_09901_01316621941	Vull visitar la fàbrica de torró d'Agramunt
caf_09598_00767022722	Santa Susanna és un petit poble de la Costa de Barcelona
caf_07245_00111808727	Sublim i descarnada la interpretació que Victoria Abril ens ofereix a Átame
caf_06042_01096214823	Francesc Eiximenis fou un escriptor franciscà català medieval del segle catorze molt llegit i traduït
caf_07803_01145350783	Blanca Suárez es va casar fa un any
